연번,자치구,주소,X좌표,Y좌표
2674,강북구,강북구 수유동 468-43학,201091.025,558714.5687
2675,강북구,강북구 수유동 468-43학,201081.7217,558710.1966
2676,강북구,강북구 미아동 234도,201881.0122,557769.8876
2677,강북구,강북구 미아동 737-2대,201858.529,557741.7894
2678,강북구,강북구 미아동 234도,201875.2651,557745.8544
2679,강북구,강북구 미아동 234도,201877.5776,557748.0419
2680,강북구,강북구 미아동 731-20대,201872.4025,557778.4756
2681,강북구,강북구 미아동 165-6대,202206.3941,558806.154
2682,강북구,강북구 수유동 130-108대,201706.9028,559409.6577
2683,강북구,강북구 수유동 1-162도,201728.2625,559413.0562
2684,강북구,강북구 번동 552-81도,203296.9626,559379.5156
2685,강북구,강북구 번동 553-31대,203024.1153,559515.438
2686,강북구,강북구 번동 553-31대,203015.4985,559514.5075
2687,강북구,강북구 번동 703-16도,203001.1426,559517.8634
2688,강북구,강북구 수유동 419학,201330.8793,560786.2132
2689,강북구,강북구 미아동 762-11대,201731.7116,558110.1787
2690,강북구,강북구 수유동 130-75대,201559.7774,559390.5328
2691,강북구,강북구 수유동 419학,201278.3583,560939.7559
2692,강북구,강북구 수유동 648-1도,201476.8164,560137.9472
2693,강북구,강북구 수유동 648-1도,201476.8164,560137.9472
2694,강북구,강북구 미아동 195-10도,202241.4875,559458.5312
2695,강북구,강북구 수유동 273-37대,201441.4478,560410.2017
2696,강북구,강북구 미아동 89-40 도,202699.9625,557410.2937
2697,강북구,강북구 번동 471-81대,202813.7285,559687.2323
2698,강북구,강북구 번동 471-75도,202796.8002,559677.0988
2699,강북구,강북구 수유동 605-307대,201519.1494,559858.3501
2700,강북구,강북구 미아동 762-10대,201743.9382,558120.0123
2701,강북구,강북구 수유동 129-5대,201527.4411,559404.0745
2702,강북구,강북구 수유동 130-130대,201534.3549,559414.3224
2703,강북구,강북구 수유동 130-73대,201564.9534,559409.2927
2704,강북구,강북구 미아동 230-2구,202475.8048,557708.545
2705,강북구,강북구 미아동 230-2구,202467.8299,557734.9405
2706,강북구,강북구 미아동 130-60대,202481.4776,557739.5597
2707,강북구,강북구 미아동 228-44도,202521.4555,557501.6844
2708,강북구,강북구 수유동 195-26대,201526.3088,559723.5252
2709,강북구,강북구 수유동 195-26대,201526.3088,559723.5252
2710,강북구,강북구 수유동 197-14대,201508.4544,559751.575
2711,강북구,강북구 미아동 1345-9 도,201354.2375,557525.8312
2712,강북구,강북구 우이동 508-3도,201137.075,561686.1937
2713,강북구,강북구 미아동 791-412 종,201646.9762,558354.901
2714,강북구,강북구 미아동 791-412 종,201646.9762,558354.901
2715,강북구,강북구 미아동 791-403대,201636.4667,558339.9139
2716,강북구,강북구 미아동 225-37도,201617.7799,558359.4096
2717,강북구,강북구 번동 504-33 학,203575.9387,558911.4133
2718,강북구,강북구 번동 504-33 학,203575.5875,558914.0812
2719,강북구,강북구 번동 504-33 학,203575.5875,558914.0812
2720,강북구,강북구 번동 516-2천,203526.8125,558831.3937
2721,강북구,강북구 번동 528-41 도,203408.9173,559243.6355
2722,강북구,강북구 번동 528-32대,203425.7263,559268.135
2723,강북구,강북구 미아동 225-37도,201623.9505,558319.0594
2724,강북구,강북구 번동 324-12도,203473.4258,558779.2034
2725,강북구,강북구 번동 516-11답,203523.3544,558857.9514
2726,강북구,강북구 미아동 258-89대,202747.1119,558251.162
2727,강북구,강북구 번동 460-15대,202664.4944,559496.776
2728,강북구,강북구 번동 192-50대,202100.5094,559597.6743
2729,강북구,강북구 우이동 산 99 임,201108.4601,562646.1894
2730,강북구,강북구 우이동 422-2 학,201167.5668,561180.5029
2731,강북구,강북구 우이동 503-30대,201098.4887,561426.7605
2732,강북구,강북구 우이동 6-1대,201199.3388,562043.2707
2733,강북구,강북구 수유동 55-7도,201567.6773,558975.333
2734,강북구,강북구 수유동 55-7도,201567.6773,558975.333
2735,강북구,강북구 수유동 605-305대,201503.5221,559857.2403
2736,강북구,강북구 미아동 127-2학,202497.2942,557894.2543
2737,강북구,강북구 미아동 127-2학,202520.0715,557903.01
2738,강북구,강북구 미아동 1339-8 도,201368.5125,557518.8812
2739,강북구,강북구 수유동 195-21대,201510.5671,559724.6912
2740,강북구,강북구 미아동 746-3 주,201633.8084,557824.6813
2741,강북구,강북구 번동 224-15 대,202088.1627,559589.7398
2742,강북구,강북구 우이동 산 99 임,201131.3236,562611.1976
2743,강북구,강북구 수유동 730대,201454.4355,560287.9634
2744,강북구,강북구 수유동 730대,201467.9726,560296.9506
2745,강북구,강북구 수유동 273-38 대,201427.3146,560401.1292
2746,강북구,강북구 수유동 420-45 대,201318.0303,560775.0092
2747,강북구,강북구 미아동 231도,202486.976,558013.4463
2748,강북구,강북구 수유동 605-283천,201174.525,559773.6123
2749,강북구,강북구 수유동 195-25대,201529.175,559738.3687
2750,강북구,강북구 미아동 767-26대,201808.1965,557949.5873
2751,강북구,강북구 수유동 605-138도,201553.5741,559171.143
2752,강북구,강북구 미아동 127-7대,202399.9385,557999.7321
2753,강북구,강북구 미아동 127-9대,202391.0113,557975.9893
2754,강북구,강북구 수유동 273-64대,201398.0579,560587.4598
2755,강북구,강북구 번동 525-27대,203345.6682,559150.4288
2756,강북구,강북구 번동 525-27대,203345.6682,559150.4288
2757,강북구,강북구 미아동 162-37대,202143.8425,559006.0214
2758,강북구,강북구 수유동 725-3대,201973.1144,560423.5142
2759,강북구,강북구 미아동 ,202270.9062,559482.1109
2760,강북구,강북구 번동 612-3천,203494.8,558799.4312
2761,강북구,강북구 번동 612-3천,203479.2711,558806.4815
2762,강북구,강북구 번동 612-3천,203479.2711,558806.4815
2763,강북구,강북구 번동 504-33 학,203593.2,558931.6812
2764,강북구,강북구 번동 504-33 학,203595.1423,558902.4068
2765,강북구,강북구 번동 504-33 학,203600.2016,558907.9638
2766,강북구,강북구 번동 525-18대,203340.4698,559170.4979
2767,강북구,강북구 번동 525-18대,203340.4698,559170.4979
2768,강북구,강북구 번동 525-16대,203352.0215,559177.0314
2769,강북구,강북구 미아동 225-37도,201615.6782,558375.8663
2770,강북구,강북구 번동 821 대,203679.498,559015.8919
2771,강북구,강북구 번동 525-20대,203358.7625,559163.8687
2772,강북구,강북구 번동 525-20대,203358.7625,559163.8687
2773,강북구,강북구 번동 524-3도,203362.5125,559151.1062
2774,강북구,강북구 수유동 273-64대,201385.487,560577.2787
2775,강북구,강북구 번동 528-42대,203432.3892,559235.8392
2776,강북구,강북구 번동 528-48대,203439.6193,559241.357
2777,강북구,강북구 번동 528-34대,203435.3116,559253.8201
2778,강북구,강북구 번동 536-20대,203431.8272,559267.8256
2779,강북구,강북구 번동 386-16도,202265.9618,559482.4915
2780,강북구,강북구 번동 418-14대,202241.8646,559487.0748
2781,강북구,강북구 번동 418-12대,202272.9896,559461.9026
2782,강북구,강북구 번동 386-16도,202231.1125,559479.7062
2783,강북구,강북구 수유동 56-15대,201590.001,558874.9571
2784,강북구,강북구 번동 산28-6 공,203804.8777,557619.9086
2785,강북구,강북구 미아동 225-37도,201632.2884,558382.8697
2786,강북구,강북구 미아동 142도,202069.3897,559434.5305
2787,강북구,강북구 번동 821 대,203649.6221,559004.5599
2788,강북구,강북구 번동 142도,202035.125,559461.7062
2789,강북구,강북구 미아동 796 대,201604.7341,558502.3875
2790,강북구,강북구 수유동 142-17도,202650.356,560296.4913
2791,강북구,강북구 번동 524-3도,203352.3552,559146.3223
2792,강북구,강북구 번동 516-2천,203515.3125,558819.4812
2793,강북구,강북구 번동 516-1 제,203537.55,558843.0687
2794,강북구,강북구 번동 516-2천,203330.9708,559164.5573
2795,강북구,강북구 미아동 225-37도,201647.4125,558370.6062
2796,강북구,강북구 미아동 225-37도,201642.9071,558346.4316
2797,강북구,강북구 번동 504-33 학,203582.775,558921.8937
2798,강북구,강북구 번동 504-33 학,203582.775,558921.8937
2799,강북구,강북구 번동 504-33 학,203606.4125,558905.9312
2800,강북구,강북구 번동 516-12 도,203529.8625,558861.2937
2801,강북구,강북구 번동 821 대,203660.8961,559027.2804
2802,강북구,강북구 번동 821 대,203640.2221,559015.097
2803,강북구,강북구 우이동 산101임,201215.9278,562305.1931
2804,강북구,강북구 번동 324-12도,203467.3874,558795.6942
2805,강북구,강북구 번동 324-12도,203467.3874,558795.6942
2806,강북구,강북구 번동 504-33 학,203601.7868,558914.6632
2807,강북구,강북구 번동 504-33 학,203601.7868,558914.6632
2808,강북구,강북구 번동 504-33 학,203583.5125,558894.1562
2809,강북구,강북구 번동 516-2천,203515.325,558845.9437
2810,강북구,강북구 번동 229-51대,202040.4185,559469.676
2811,강북구,강북구 번동 229-50대,202067.8394,559471.4148
2812,강북구,강북구 미아동 229-16대,202075.8517,559444.7278
2813,강북구,강북구 미아동 산27-113임,203181.925,557626.2437
2814,강북구,강북구 미아동 산27-113임,203181.925,557626.2437
2815,강북구,강북구 미아동 산27-42임,203192.0375,557648.1062
2816,강북구,강북구 수유동 159-5대,202115.6605,559126.8566
2817,강북구,강북구 수유동 141도,202395.6286,559998.8028
2818,강북구,강북구 수유동 141도,202395.6286,559998.8028
2819,강북구,강북구 번동 737-6천,202970.925,559524.6187
2820,강북구,강북구 미아동 731-6도,201847.0886,557788.699
2821,강북구,강북구 미아동 760-91 도,201383.7183,557835.2457
2822,강북구,강북구 미아동 760-154 도,201475.4819,557841.2172
2823,강북구,강북구 미아동 760-43대,201481.1521,557836.6663
2824,강북구,강북구 미아동 752-3대,201715.675,557812.6812
2825,강북구,강북구 미아동 742-3대,201718.8625,557795.0562
2826,강북구,강북구 미아동 734-69대,201843.2073,557764.2114
2827,강북구,강북구 미아동 734-49대,201832.4011,557786.2303
2828,강북구,강북구 미아동 872-2도,201900.4638,557550.6053
2829,강북구,강북구 미아동 872-2도,201921.1089,557546.264
2830,강북구,강북구 미아동 681-52 도,201942.3375,557373.1812
2831,강북구,강북구 미아동 679-1대,201962.775,557368.8687
2832,강북구,강북구 미아동 52-66대,202851.8045,556737.4794
2833,강북구,강북구 미아동 791-1546대,201151.5375,558068.0437
2834,강북구,강북구 미아동 791-1547대,201136.936,558077.3263
2835,강북구,강북구 미아동 791-3346대,201119.225,557984.4812
2836,강북구,강북구 미아동 1354-8 공,201054.8782,557844.7782
2837,강북구,강북구 미아동 1354-8 공,201054.2375,557852.9812
2838,강북구,강북구 미아동 1354-8 공,200931.9875,557784.3437
2839,강북구,강북구 미아동 1354-8 공,200936.2375,557758.7187
2840,강북구,강북구 미아동 1354-8 공,200934.8,557747.6812
2841,강북구,강북구 미아동 164-10대,202233.6302,558815.318
2842,강북구,강북구 미아동 258-358대,202615.2914,558484.5025
2843,강북구,강북구 미아동 245-64 도,202607.8501,558472.2242
2844,강북구,강북구 번동 417-11대,202483.8753,559501.4809
2845,강북구,강북구 번동 172-164대,202419.4407,559978.6969
2846,강북구,강북구 수유동 177-30대,202264.0562,559827.5679
2847,강북구,강북구 수유동 177-30대,202264.0562,559827.5679
2848,강북구,강북구 수유동 23-18대,201725.3696,559561.3315
2849,강북구,강북구 미아동 1354-8 공,201077.3715,557854.9082
2850,강북구,강북구 번동 578-95 대,203120.324,559622.4297
2851,강북구,강북구 번동 578-84대,203131.9535,559619.8016
2852,강북구,강북구 수유동 550-1천,202541.0781,560166.9375
2853,강북구,강북구 수유동 159-6대,202104.8942,559127.9402
2854,강북구,강북구 수유동 679-4대,201985.3375,560371.75
2855,강북구,강북구 미아동 791-3264도,201640.125,558244.2312
2856,강북구,강북구 미아동 122-53대,202409.7899,558167.2055
2857,강북구,강북구 번동 549-6대,203407.4913,559249.5102
2858,강북구,강북구 수유동 71-14대,201053.7551,560905.6308
2859,강북구,강북구 수유동 230-16대,202043.373,559433.2032
2860,강북구,강북구 수유동 230-20도,202037.125,559439.2687
2861,강북구,강북구 번동 229-50대,202074.3839,559465.698
2862,강북구,강북구 수유동 1-162도,201815.8321,559421.8736
2863,강북구,강북구 수유동 1-117대,201804.6515,559439.8152
2864,강북구,강북구 번동 821 대,203692.5132,559001.5496
2865,강북구,강북구 번동 821 대,203667.7029,559029.9339
2866,강북구,강북구 번동 821 대,203665.0299,558983.7404
2867,강북구,강북구 번동 242대,204104.3352,558099.3206
2868,강북구,강북구 미아동 225-37도,201619.8491,558504.598
2869,강북구,강북구 번동 460-25대,202662.2601,559520.3542
2870,강북구,강북구 우이동 산101임,201197.9625,562291.7562
2871,강북구,강북구 우이동 산100임,201192.1063,562412.7115
2872,강북구,강북구 번동 103-243대,202676.5228,560284.379
2873,강북구,강북구 번동 553-37대,203027.0818,559535.9871
2874,강북구,강북구 수유동 55-7도,201574.668,558881.0301
2875,강북구,강북구 수유동 360-4도,201218.6949,559880.9418
2876,강북구,강북구 미아동 127-14대,202431.2831,557899.9074
2877,강북구,강북구 미아동 127-19대,202437.6157,557877.9352
2878,강북구,강북구 미아동 127-18대,202423.7825,557873.8072
2879,강북구,강북구 미아동 127-3대,202417.6129,557893.661
2880,강북구,강북구 수유동 727-15도,201669.0375,560685.3062
2881,강북구,강북구 수유동 659-32대,201865.5326,560480.4958
2882,강북구,강북구 수유동 714-11대,201882.2392,560492.6698
2883,강북구,강북구 미아동 80-39대,202897.281,556872.7988
2884,강북구,강북구 수유동 605-138도,201623.2578,559180.1568
2885,강북구,강북구 수유동 55-7도,201580.7607,559004.7579
2886,강북구,강북구 수유동 55-7도,201565.1446,559009.3021
2887,강북구,강북구 수유동 55-7도,201565.2121,559003.0051
2888,강북구,강북구 수유동 469-307도,201187.8223,558936.2505
2889,강북구,강북구 수유동 455-51도,201200.9316,559132.3757
2890,강북구,강북구 수유동 359-57도,201081.125,560026.3937
2891,강북구,강북구 수유동 553-62대,201100.8125,560030.1437
2892,강북구,강북구 수유동 553-62대,201206.8485,560084.1492
2893,강북구,강북구 미아동 228-44도,202583.7037,557711.926
2894,강북구,강북구 미아동 137-92도,202651.15,557447.2937
2895,강북구,강북구 미아동 89-40 도,202728.5395,557441.3823
2896,강북구,강북구 미아동 860-292대,202708.6775,557306.1165
2897,강북구,강북구 미아동 860-198 대,202711.1728,557291.033
2898,강북구,강북구 번동 821 대,203680.3154,558984.594
2899,강북구,강북구 번동 516-2천,203333.525,559156.1812
2900,강북구,강북구 번동 516-2천,203333.525,559156.1812
2901,강북구,강북구 미아동 195-1도,202171.7415,559006.6195
2902,강북구,강북구 수유동 252-1도,201876.1199,560248.7835
2903,강북구,강북구 수유동 ,201880.246,560233.758
2904,강북구,강북구 수유동 292-38대,200958.7183,560318.5215
2905,강북구,강북구 번동 263-1천,203972.5531,558397.7628
2906,강북구,강북구 번동 ,203868.4375,558800.6187
2907,강북구,강북구 미아동 198-5대,202386.9632,558331.3963
2908,강북구,강북구 미아동 228-44도,202566.7998,557766.2298
2909,강북구,강북구 미아동 228-44도,202553.4168,557711.949
2910,강북구,강북구 미아동 231도,202489.6375,558003.1812
2911,강북구,강북구 미아동 231도,202463.5,558002.3562
2912,강북구,강북구 번동 655-5천,202959.5859,559544.641
2913,강북구,강북구 번동 655-5천,202959.5859,559544.641
2914,강북구,강북구 번동 737-6천,202973.0906,559558.0857
2915,강북구,강북구 번동 141도,202430.1803,559976.4145
2916,강북구,강북구 미아동 839-363대,201350.8502,557663.8827
2917,강북구,강북구 미아동 839-162대,201344.4375,557667.0562
2918,강북구,강북구 미아동 812 대,201818.9628,557252.93
2919,강북구,강북구 미아동 695-3대,201671.075,557415.6937
2920,강북구,강북구 미아동 811-1 대,201356.8248,557432.6637
2921,강북구,강북구 미아동 839-131대,201379.975,557669.2187
2922,강북구,강북구 미아동 839-133대,201384.7875,557684.2062
2923,강북구,강북구 미아동 839-136대,201371.3405,557658.2606
2924,강북구,강북구 수유동 419학,201555.0814,560761.342
2925,강북구,강북구 수유동 224-12대,202059.4014,559599.8396
2926,강북구,강북구 수유동 192-54대,202094.7875,559627.8312
2927,강북구,강북구 수유동 192-54대,202094.7875,559627.8312
2928,강북구,강북구 수유동 ,202052.0526,559323.8189
2929,강북구,강북구 번동 552-76대,203296.7678,559401.7423
2930,강북구,강북구 번동 553-6대,203015.6232,559541.0695
2931,강북구,강북구 번동 553-6대,203015.6232,559541.0695
2932,강북구,강북구 번동 459-47대,202817.5834,559534.6046
2933,강북구,강북구 번동 459-110대,202792.4071,559507.8856
2934,강북구,강북구 수유동 169-16대,202414.9078,560022.7256
2935,강북구,강북구 수유동 169-16대,202414.9078,560022.7256
2936,강북구,강북구 번동 169-8대,202437.747,559997.3124
2937,강북구,강북구 미아동 231도,202331.9461,558516.6657
2938,강북구,강북구 미아동 193-15 학,202328.8263,558512.253
2939,강북구,강북구 미아동 193-15 학,202298.6703,558504.9923
2940,강북구,강북구 미아동 193-15 학,202299.5682,558519.5117
2941,강북구,강북구 미아동 791-2113도,201373.9375,557689.9937
2942,강북구,강북구 미아동 791-2081대,201359.875,557694.0562
2943,강북구,강북구 수유동 159-5대,202115.6605,559126.8566
2944,강북구,강북구 미아동 90-37대,202660.4849,557074.7813
2945,강북구,강북구 미아동 90-37대,202669.5444,557067.9818
2946,강북구,강북구 수유동 357-20대,202194.2016,560750.7285
2947,강북구,강북구 미아동 148-383도,202804.2338,558159.5116
2948,강북구,강북구 수유동 195-20대,201510.3253,559738.381
2949,강북구,강북구 수유동 455-1대,201211.05,559186.8937
2950,강북구,강북구 수유동 455-53대,201194.675,559191.4562
2951,강북구,강북구 미아동 486-2대,201095.5316,558383.0169
2952,강북구,강북구 미아동 791-1248 도,201131.3929,558231.4692
2953,강북구,강북구 수유동 129-14대,201537.2138,559383.7015
2954,강북구,강북구 수유동 129-13대,201553.8122,559385.5958
2955,강북구,강북구 수유동 129-6대,201530.0263,559387.9232
2956,강북구,강북구 수유동 420-11대,201245.244,560948.0832
2957,강북구,강북구 수유동 648대,201504.5039,560123.1347
2958,강북구,강북구 수유동 648대,201504.5039,560123.1347
2959,강북구,강북구 수유동 245-8대,201484.1885,560149.1444
2960,강북구,강북구 번동 467-7대,202653.571,559818.2817
2961,강북구,강북구 번동 465-96도,202636.7062,559809.1701
2962,강북구,강북구 우이동 40-5대,201176.6625,561913.6812
2963,강북구,강북구 미아동 53-6도,203026.248,557083.6595
2964,강북구,강북구 미아동 80-52대,202904.0074,556881.1046
2965,강북구,강북구 미아동 198-34대,202369.0303,558325.9698
2966,강북구,강북구 미아동 198-34대,202369.0303,558325.9698
2967,강북구,강북구 수유동 419학,201421.6156,560903.9148
2968,강북구,강북구 수유동 435-8대,201572.3204,560768.8349
2969,강북구,강북구 수유동 704-15대,201736.175,560592.5312
2970,강북구,강북구 수유동 707-9대,201758.8555,560604.1053
2971,강북구,강북구 수유동 702-9대,201654.2875,560670.1187
2972,강북구,강북구 수유동 224-6대,202048.5884,559610.412
2973,강북구,강북구 수유동 142도,202059.1221,559622.2832
2974,강북구,강북구 수유동 351-18대,201208.1012,559906.2756
2975,강북구,강북구 수유동 671-9도,201955.8625,560388.9375
2976,강북구,강북구 수유동 679-4대,201980.9685,560374.9802
2977,강북구,강북구 수유동 678-4대,201983.975,560384.7875
2978,강북구,강북구 수유동 725-6대,201979.875,560418.35
2979,강북구,강북구 수유동 725-3대,201959.9875,560408.5
2980,강북구,강북구 수유동 668-14대,201955.45,560413.5
2981,강북구,강북구 수유동 682-16대,202078.1776,560291.807
2982,강북구,강북구 수유동 625-12도,201196.557,559893.1488
2983,강북구,강북구 수유동 360-4도,201202.4649,559882.629
2984,강북구,강북구 수유동 605-328대,201162.4921,559782.3025
2985,강북구,강북구 수유동 391-32대,201150.4011,559707.0755
2986,강북구,강북구 수유동 391-35도,201133.8875,559702.0437
2987,강북구,강북구 수유동 170-88대,202221.7879,560187.3025
2988,강북구,강북구 수유동 169-47대,202351.7246,560072.4625
2989,강북구,강북구 수유동 169-40대,202331.9625,560061.9062
2990,강북구,강북구 수유동 141도,202338.3359,560048.368
2991,강북구,강북구 수유동 169-38대,202352.325,560042.9937
2992,강북구,강북구 수유동 419학,201413.0715,560886.9852
2993,강북구,강북구 수유동 409-6학,201170.5112,559545.4375
2994,강북구,강북구 미아동 57-148대,201598.0921,558774.1773
2995,강북구,강북구 미아동 57-101대,201582.2773,558767.3103
2996,강북구,강북구 미아동 193-15 학,202271.7199,558608.0434
2997,강북구,강북구 미아동 193-15 학,202293.9278,558622.4512
2998,강북구,강북구 수유동 409-6학,201157.0182,559536.4716
2999,강북구,강북구 수유동 683-24도,202094.0531,560299.4969
3000,강북구,강북구 수유동 170-13 대,202208.9779,560172.8716
3001,강북구,강북구 수유동 605-145대,201569.5389,559166.9747
3002,강북구,강북구 미아동 136-23대,202674.75,557484.2937
3003,강북구,강북구 미아동 137-76대,202662.6375,557470.1937
3004,강북구,강북구 미아동 136-92대,202606.4515,557514.8372
3005,강북구,강북구 미아동 136-88대,202614.1375,557520.0125
3006,강북구,강북구 미아동 136-55대,202638.7667,557530.3551
3007,강북구,강북구 미아동 839-133대,201351.8963,557681.5553
3008,강북구,강북구 미아동 561-2대,201853.3819,557242.0859
3009,강북구,강북구 미아동 670-29도,201835.169,557259.0203
3010,강북구,강북구 미아동 670-29도,201833.6434,557233.9236
3011,강북구,강북구 미아동 791-3853 공,201101.6438,557984.6128
3012,강북구,강북구 미아동 193-15 학,202326.3906,558528.5937
3013,강북구,강북구 미아동 231도,202457.75,558018.1187
3014,강북구,강북구 미아동 860-174대,202714.7671,557314.8214
3015,강북구,강북구 미아동 791-1248 도,201140.8133,558248.3331
3016,강북구,강북구 미아동 791-1248 도,201157.3198,558209.8303
3017,강북구,강북구 우이동 422-2 학,201186.1486,561187.9716
3018,강북구,강북구 수유동 357-2대,202209.6676,560740.246
3019,강북구,강북구 우이동 산 99 임,201128.7816,562603.1318
3020,강북구,강북구 우이동 산 99 임,201091.02,562627.6695
3021,강북구,강북구 우이동 산 99 임,201086.7813,562616.8104
3022,강북구,강북구 우이동 산 99 임,201099.3791,562602.6491
3023,강북구,강북구 우이동 728 대,201124.003,561298.1211
3024,강북구,강북구 미아동 695-1 대,201698.45,557394.1937
3025,강북구,강북구 수유동 469-216대,201175.0171,558947.7838
3026,강북구,강북구 미아동 127-9대,202405.639,557980.9319
3027,강북구,강북구 미아동 127-7대,202382.8515,558001.8257
3028,강북구,강북구 번동 550-1천,202562.0625,560150.1187
3029,강북구,강북구 미아동 228-44도,202531.55,557528.5687
3030,강북구,강북구 미아동 228-44도,202522.2888,557519.74
3031,강북구,강북구 미아동 228-44도,202548.3999,557528.3628
3032,강북구,강북구 미아동 855-12 도,203027.9682,557048.2826
3033,강북구,강북구 미아동 198-17대,202375.8875,558337.1437
3034,강북구,강북구 미아동 198-17대,202375.8875,558337.1437
3035,강북구,강북구 번동 234대,203339.9914,558662.9739
3036,강북구,강북구 번동 234대,203345.3434,558646.1334
3037,강북구,강북구 미아동 3-555대,202962.2928,557422.8951
3038,강북구,강북구 미아동 3-901 도,202943.625,557428.8687
3039,강북구,강북구 미아동 3-771대,202932.5723,557431.436
3040,강북구,강북구 미아동 3-772대,202939.6909,557447.2448
3041,강북구,강북구 미아동 3-769대,202942.5226,557453.9976
3042,강북구,강북구 미아동 3-767대,202952.3422,557451.4686
3043,강북구,강북구 미아동 225-37도,201615.1185,558383.2156
3044,강북구,강북구 미아동 3-72잡,202780.45,557425.8875
3045,강북구,강북구 미아동 3-878대,202780.4395,557427.1359
3046,강북구,강북구 미아동 860-128 도,202727.7585,557310.4619
3047,강북구,강북구 수유동 300-7대,201092.8625,560052.0437
3048,강북구,강북구 수유동 553-62대,201103.8625,560042.9812
3049,강북구,강북구 수유동 521-8천,201058.6915,560026.883
3050,강북구,강북구 수유동 298-3대,201054.3125,560038.0687
3051,강북구,강북구 수유동 554-23도,201055.0416,560047.3427
3052,강북구,강북구 수유동 410-271천,201072.6676,560052.4223
3053,강북구,강북구 수유동 572-32대,200948.8702,560669.9014
3054,강북구,강북구 수유동 248-35대,201777.2278,560160.3123
3055,강북구,강북구 수유동 279-17도,200933.6,560664.7062
3056,강북구,강북구 미아동 1354 대,200910.7607,557741.1495
3057,강북구,강북구 미아동 1354-8 공,200922.075,557782.2937
3058,강북구,강북구 미아동 1354 대,200904.875,557780.8812
3059,강북구,강북구 미아동 44-8대,202693.0899,556634.1407
3060,강북구,강북구 미아동 228-44도,202571.464,557716.6802
3061,강북구,강북구 미아동 228-44도,202571.464,557716.6802
3062,강북구,강북구 미아동 228-44도,202539.7918,557758.269
3063,강북구,강북구 미아동 ,202550.8777,557753.7155
3064,강북구,강북구 미아동 ,202550.8777,557753.7155
3065,강북구,강북구 미아동 198-46 대,202358.0304,558330.9698
3066,강북구,강북구 미아동 90-34대,202667.3281,557110.0937
3067,강북구,강북구 미아동 66-1도,202650.5436,557101.2163
3068,강북구,강북구 미아동 66-1도,202650.5436,557101.2163
3069,강북구,강북구 미아동 860-128 도,202640.5528,557108.638
3070,강북구,강북구 미아동 860-128 도,202643.1889,557074.1095
3071,강북구,강북구 미아동 90-37대,202660.4849,557074.7813
3072,강북구,강북구 미아동 137-16대,202545.2845,557435.6141
3073,강북구,강북구 미아동 486-2대,201093.0434,558375.3865
3074,강북구,강북구 번동 459-51대,202812.0209,559509.5421
3075,강북구,강북구 번동 459-24대,202786.0209,559528.6671
3076,강북구,강북구 미아동 3-541대,202973.338,557302.2439
3077,강북구,강북구 미아동 3-540대,202961.6371,557306.1597
3078,강북구,강북구 미아동 산 25-21 임,202886.6125,557879.8812
3079,강북구,강북구 미아동 3-635대,202873.385,557872.5369
3080,강북구,강북구 수유동 141도,201999.2046,560118.4647
3081,강북구,강북구 수유동 147구,201980.608,560109.1717
3082,강북구,강북구 수유동 555-23대,200982.9261,560146.9689
3083,강북구,강북구 수유동 550-56대,200967.4404,560141.1653
3084,강북구,강북구 번동 258도,204063.6606,558202.3643
3085,강북구,강북구 번동 258도,204055.0131,558198.0405
3086,강북구,강북구 수유동 468-92대,201150.1084,558873.2386
3087,강북구,강북구 수유동 468-92대,201162.5942,558862.98
3088,강북구,강북구 미아동 320-1학,202102.1067,557674.2284
3089,강북구,강북구 수유동 648대,201470.5075,560124.0508
3090,강북구,강북구 번동 317대,203247.3428,558563.8432
3091,강북구,강북구 번동 317대,203256.9418,558547.6347
3092,강북구,강북구 수유동 142도,202044.1697,559644.0707
3093,강북구,강북구 수유동 142도,202023.6115,559635.0191
3094,강북구,강북구 수유동 142도,202023.6115,559635.0191
3095,강북구,강북구 수유동 224-30대,202025.1023,559616.8182
3096,강북구,강북구 번동 417-9대,202518.8961,559479.3297
3097,강북구,강북구 번동 417-10대,202484.2201,559478.2287
3098,강북구,강북구 번동 417-10대,202484.2201,559478.2287
3099,강북구,강북구 미아동 695-2 대,201683.763,557388.4813
3100,강북구,강북구 미아동 695-4대,201655.95,557410.6312
3101,강북구,강북구 수유동 224-20대,202028.2134,559612.8495
3102,강북구,강북구 수유동 650-21천,202086.7625,560556.3375
3103,강북구,강북구 수유동 650-21천,202068.6402,560561.3897
3104,강북구,강북구 번동 417-45대,202495.2864,559515.3666
3105,강북구,강북구 수유동 605-328대,201263.7451,560100.211
3106,강북구,강북구 수유동 605-283천,201269.0959,560087.7926
3107,강북구,강북구 미아동 53-1대,203009.6739,557124.1354
3108,강북구,강북구 미아동 53-6도,202999.1739,557119.7354
3109,강북구,강북구 수유동 605-283천,201206.945,560071.711
3110,강북구,강북구 번동 553-3대,203157.9162,559448.8295
3111,강북구,강북구 번동 703-16도,203150.6699,559429.6339
3112,강북구,강북구 미아동 747대,201624.1125,557810.2062
3113,강북구,강북구 미아동 812 대,201793.5309,557302.1234
3114,강북구,강북구 미아동 812 대,201776.9194,557295.6754
3115,강북구,강북구 미아동 1264-128대,201947.4375,557185.4187
3116,강북구,강북구 미아동 403-163대,201969.9375,557211.2562
3117,강북구,강북구 미아동 403-165대,201949.4627,557222.4006
